Date,City,Time of Day,Temperature (F),Precipitation Inches,Humidity Percentage,Wind Speed MPH,Weather Condition
11/17/2023 6:33:07 PM,San Antonio,Night,61.5,1.52,76,6.7,Rainy
11/18/2023 6:33:07 PM,San Antonio,Night,40.5,0.47,46,14.3,Cloudy
11/19/2023 6:33:07 PM,San Antonio,Night,88.6,0.75,13,4.7,Snowy
11/20/2023 6:33:07 PM,San Antonio,Night,49.6,0.18,24,7.4,Rainy
11/21/2023 6:33:07 PM,San Antonio,Night,33.8,0.89,37,11.7,Cloudy
11/22/2023 6:33:07 PM,San Antonio,Night,38.8,1.61,46,12.6,Windy
11/23/2023 6:33:07 PM,San Antonio,Night,72.6,0.2,18,13.4,Rainy
11/24/2023 6:33:07 PM,San Antonio,Night,72.5,0.55,23,14,Foggy
11/25/2023 6:33:07 PM,San Antonio,Night,48.2,0.75,76,6.4,Snowy
11/26/2023 6:33:07 PM,San Antonio,Night,80.9,0.21,91,17.9,Foggy
11/27/2023 6:33:07 PM,San Antonio,Night,84.2,1.52,59,0.6,Windy
11/28/2023 6:33:07 PM,San Antonio,Night,94.4,1.57,87,3.8,Cloudy
11/29/2023 6:33:07 PM,San Antonio,Night,70.9,1.67,34,1.4,Windy
11/30/2023 6:33:07 PM,San Antonio,Night,84.6,1.17,48,13.4,Rainy
12/1/2023 6:33:07 PM,San Antonio,Night,82.7,1.01,35,5.5,Foggy
12/2/2023 6:33:07 PM,San Antonio,Night,48,0.53,69,4,Foggy
12/3/2023 6:33:07 PM,San Antonio,Night,51.7,1.31,61,9.6,Sunny
12/4/2023 6:33:07 PM,San Antonio,Night,63.5,0.89,79,12.4,Sunny
12/5/2023 6:33:07 PM,San Antonio,Night,31.3,1.94,35,12.4,Snowy
12/6/2023 6:33:07 PM,San Antonio,Night,50.8,1.94,57,11.1,Cloudy
12/7/2023 6:33:07 PM,San Antonio,Night,63.2,1.81,63,19.8,Snowy
12/8/2023 6:33:07 PM,San Antonio,Night,37.6,0.72,50,17.2,Rainy
12/9/2023 6:33:07 PM,San Antonio,Night,38.8,0.74,10,4.8,Cloudy
12/10/2023 6:33:07 PM,San Antonio,Night,62.4,1.71,30,15.2,Sunny
12/11/2023 6:33:07 PM,San Antonio,Night,81.2,1.46,87,11.4,Windy
12/12/2023 6:33:07 PM,San Antonio,Night,88.4,1.41,81,1.4,Windy
12/13/2023 6:33:07 PM,San Antonio,Night,68.2,0.56,34,1,Rainy
12/14/2023 6:33:07 PM,San Antonio,Night,63.2,1.67,27,16,Rainy
12/15/2023 6:33:07 PM,San Antonio,Night,56.9,1.16,24,10.9,Cloudy
12/16/2023 6:33:07 PM,San Antonio,Night,43.5,0.89,51,11.4,Sunny
12/17/2023 6:33:07 PM,San Antonio,Night,40.3,1.73,29,6.7,Windy
12/18/2023 6:33:07 PM,San Antonio,Night,85.4,0.79,25,18.6,Cloudy
12/19/2023 6:33:07 PM,San Antonio,Night,62.6,1.31,16,14.3,Foggy
12/20/2023 6:33:07 PM,San Antonio,Night,85.3,0.93,90,18.6,Foggy
12/21/2023 6:33:07 PM,San Antonio,Night,79.3,1.19,14,2,Foggy
12/22/2023 6:33:07 PM,San Antonio,Night,43.6,0.08,27,11.7,Cloudy
12/23/2023 6:33:07 PM,San Antonio,Night,65.7,0.92,87,12.8,Cloudy
12/24/2023 6:33:07 PM,San Antonio,Night,61.1,1.11,27,2.5,Snowy
12/25/2023 6:33:07 PM,San Antonio,Night,59.7,0.99,73,6.9,Cloudy
12/26/2023 6:33:07 PM,San Antonio,Night,68,1.69,34,4.3,Foggy
12/27/2023 6:33:07 PM,San Antonio,Night,98.7,0.62,84,19.7,Cloudy
12/28/2023 6:33:07 PM,San Antonio,Night,86.9,1.77,35,10.9,Foggy
12/29/2023 6:33:07 PM,San Antonio,Night,93.3,0.81,78,6.3,Foggy
12/30/2023 6:33:07 PM,San Antonio,Night,32.1,1.39,25,13.3,Cloudy
12/31/2023 6:33:07 PM,San Antonio,Night,39.8,0.17,72,13.2,Cloudy
1/1/2024 6:33:07 PM,San Antonio,Night,35.9,0.4,81,6.9,Snowy
1/2/2024 6:33:07 PM,San Antonio,Night,48.4,1.52,86,19.9,Rainy
1/3/2024 6:33:07 PM,San Antonio,Night,60.9,0.02,67,16.2,Foggy
1/4/2024 6:33:07 PM,San Antonio,Night,74.9,1.94,36,8,Snowy
1/5/2024 6:33:07 PM,San Antonio,Night,65.1,0.38,58,13.2,Cloudy
1/6/2024 6:33:07 PM,San Antonio,Night,93.2,1.8,99,14.2,Rainy
1/7/2024 6:33:07 PM,San Antonio,Night,95.8,1.03,82,3.5,Snowy
1/8/2024 6:33:07 PM,San Antonio,Night,41.4,1.13,56,17.6,Sunny
1/9/2024 6:33:07 PM,San Antonio,Night,89.7,0.17,80,16.5,Sunny
1/10/2024 6:33:07 PM,San Antonio,Night,63.7,0.73,59,15.1,Cloudy
1/11/2024 6:33:07 PM,San Antonio,Night,61.7,0.31,55,4.5,Cloudy
1/12/2024 6:33:07 PM,San Antonio,Night,84.9,1.05,17,2.7,Windy
1/13/2024 6:33:07 PM,San Antonio,Night,36.5,1.1,11,3.6,Sunny
1/14/2024 6:33:07 PM,San Antonio,Night,91.8,1.42,27,1.9,Rainy
1/15/2024 6:33:07 PM,San Antonio,Night,77,1.76,45,18.8,Rainy
1/16/2024 6:33:07 PM,San Antonio,Night,91.3,0.94,97,17,Foggy
1/17/2024 6:33:07 PM,San Antonio,Night,99.6,0.47,51,1.8,Foggy
1/18/2024 6:33:07 PM,San Antonio,Night,66.3,0.67,20,13.6,Windy
1/19/2024 6:33:07 PM,San Antonio,Night,36.5,1.69,68,4.9,Sunny
1/20/2024 6:33:07 PM,San Antonio,Night,41.7,0.29,61,0.3,Snowy
1/21/2024 6:33:07 PM,San Antonio,Night,52.7,1.25,83,5.8,Snowy
1/22/2024 6:33:07 PM,San Antonio,Night,37.2,0.03,58,8.8,Rainy
1/23/2024 6:33:07 PM,San Antonio,Night,87.1,0.49,65,0.4,Snowy
1/24/2024 6:33:07 PM,San Antonio,Night,50.8,1.18,79,6.5,Cloudy
1/25/2024 6:33:07 PM,San Antonio,Night,98.3,0.91,83,14,Cloudy
1/26/2024 6:33:07 PM,San Antonio,Night,79.2,0.99,39,4.6,Windy
1/27/2024 6:33:07 PM,San Antonio,Night,42.1,1.32,64,9.7,Snowy
1/28/2024 6:33:07 PM,San Antonio,Night,63.3,0.47,37,17.8,Windy
1/29/2024 6:33:07 PM,San Antonio,Night,62.7,0.56,60,0.6,Sunny
1/30/2024 6:33:07 PM,San Antonio,Night,64.5,1.37,98,15.7,Snowy
1/31/2024 6:33:07 PM,San Antonio,Night,67.5,1.08,36,7.7,Rainy
2/1/2024 6:33:07 PM,San Antonio,Night,32.2,0.03,61,10.8,Rainy
2/2/2024 6:33:07 PM,San Antonio,Night,78,1.34,43,4.6,Sunny
2/3/2024 6:33:07 PM,San Antonio,Night,64.1,1.24,41,11.6,Cloudy
2/4/2024 6:33:07 PM,San Antonio,Night,85.4,0.16,53,14.6,Cloudy
2/5/2024 6:33:07 PM,San Antonio,Night,87.1,1.5,13,4,Cloudy
2/6/2024 6:33:07 PM,San Antonio,Night,46.1,1.04,57,6.9,Snowy
2/7/2024 6:33:07 PM,San Antonio,Night,33.4,0.41,25,11.3,Windy
2/8/2024 6:33:07 PM,San Antonio,Night,79.2,1.12,69,8.3,Sunny
2/9/2024 6:33:07 PM,San Antonio,Night,98.4,1.19,56,5.9,Foggy
2/10/2024 6:33:07 PM,San Antonio,Night,61.3,1.84,84,9,Snowy
2/11/2024 6:33:07 PM,San Antonio,Night,48.2,1.48,24,5.8,Rainy
2/12/2024 6:33:07 PM,San Antonio,Night,41,0.6,65,6,Windy
2/13/2024 6:33:07 PM,San Antonio,Night,50.1,0.24,25,12.2,Windy
2/14/2024 6:33:07 PM,San Antonio,Night,53,1.71,10,9.5,Snowy
2/15/2024 6:33:07 PM,San Antonio,Night,59.7,1.69,34,13.5,Rainy
2/16/2024 6:33:07 PM,San Antonio,Night,75.9,0.35,73,16.7,Windy
2/17/2024 6:33:07 PM,San Antonio,Night,49.1,0.12,52,18.9,Snowy
2/18/2024 6:33:07 PM,San Antonio,Night,33.6,1.42,23,3,Rainy
2/19/2024 6:33:07 PM,San Antonio,Night,56.1,1.45,57,12.5,Foggy
2/20/2024 6:33:07 PM,San Antonio,Night,89.9,0.35,77,11.6,Snowy
2/21/2024 6:33:07 PM,San Antonio,Night,64.9,1.34,23,17.3,Foggy
2/22/2024 6:33:07 PM,San Antonio,Night,97.5,0.56,89,17.9,Rainy
2/23/2024 6:33:07 PM,San Antonio,Night,65.3,0.52,24,15.2,Sunny
2/24/2024 6:33:07 PM,San Antonio,Night,49.3,0.65,86,11.9,Foggy
2/25/2024 6:33:07 PM,San Antonio,Night,43.5,1.04,26,4,Cloudy
2/26/2024 6:33:07 PM,San Antonio,Night,78.6,1.61,61,5.5,Snowy
2/27/2024 6:33:07 PM,San Antonio,Night,67.5,1,19,12.1,Snowy
2/28/2024 6:33:07 PM,San Antonio,Night,72.3,0.6,26,2.8,Snowy
2/29/2024 6:33:07 PM,San Antonio,Night,82.9,1.77,17,3.7,Snowy
3/1/2024 6:33:07 PM,San Antonio,Night,80.8,0.11,11,18.2,Sunny
3/2/2024 6:33:07 PM,San Antonio,Night,33,1.59,65,19.1,Foggy
3/3/2024 6:33:07 PM,San Antonio,Night,86.2,1.57,74,0.1,Cloudy
3/4/2024 6:33:07 PM,San Antonio,Night,67.3,0.51,64,17.2,Foggy
3/5/2024 6:33:07 PM,San Antonio,Night,57.4,0.4,78,18.8,Cloudy
3/6/2024 6:33:07 PM,San Antonio,Night,67.6,1.75,95,10.5,Windy
3/7/2024 6:33:07 PM,San Antonio,Night,72.9,1.12,89,9,Sunny
3/8/2024 6:33:07 PM,San Antonio,Night,40.5,0.09,82,18.4,Cloudy
3/9/2024 6:33:07 PM,San Antonio,Night,59.2,1.78,45,0.2,Cloudy
3/10/2024 6:33:07 PM,San Antonio,Night,53.5,0.7,18,16.8,Rainy
3/11/2024 6:33:07 PM,San Antonio,Night,54.5,0.68,23,5.9,Foggy
3/12/2024 6:33:07 PM,San Antonio,Night,36.4,1.29,83,12.8,Rainy
3/13/2024 6:33:07 PM,San Antonio,Night,41.2,1.32,31,6.5,Sunny
3/14/2024 6:33:07 PM,San Antonio,Night,41.3,0.71,25,10.5,Sunny
3/15/2024 6:33:07 PM,San Antonio,Night,56.1,0.29,50,16.2,Cloudy
3/16/2024 6:33:07 PM,San Antonio,Night,92.6,1.1,76,3.6,Rainy
3/17/2024 6:33:07 PM,San Antonio,Night,44.4,1.25,37,13.3,Rainy
3/18/2024 6:33:07 PM,San Antonio,Night,59.1,1.72,38,18,Cloudy
3/19/2024 6:33:07 PM,San Antonio,Night,51.8,0.97,74,18,Cloudy
3/20/2024 6:33:07 PM,San Antonio,Night,85.1,1.29,37,17.9,Windy
3/21/2024 6:33:07 PM,San Antonio,Night,33.5,0.11,95,10.4,Snowy
3/22/2024 6:33:07 PM,San Antonio,Night,43.8,1.79,41,15.4,Foggy
3/23/2024 6:33:07 PM,San Antonio,Night,44.7,0.65,61,8.9,Sunny
3/24/2024 6:33:07 PM,San Antonio,Night,99.5,1.26,20,9.2,Sunny
3/25/2024 6:33:07 PM,San Antonio,Night,70,1.83,35,5.7,Windy
3/26/2024 6:33:07 PM,San Antonio,Night,39.7,1.62,40,5.7,Rainy
3/27/2024 6:33:07 PM,San Antonio,Night,49.1,1.28,29,0.8,Foggy
3/28/2024 6:33:07 PM,San Antonio,Night,41.7,1.41,93,10.6,Snowy
3/29/2024 6:33:07 PM,San Antonio,Night,38.7,1.84,78,6.2,Rainy
3/30/2024 6:33:07 PM,San Antonio,Night,85.8,1.62,50,3.8,Windy
3/31/2024 6:33:07 PM,San Antonio,Night,64.7,1.22,76,2.4,Windy
4/1/2024 6:33:07 PM,San Antonio,Night,74.2,1.32,53,6.9,Windy
4/2/2024 6:33:07 PM,San Antonio,Night,53.2,0.29,69,18,Sunny
4/3/2024 6:33:07 PM,San Antonio,Night,68.8,0.94,16,10.3,Sunny
4/4/2024 6:33:07 PM,San Antonio,Night,48,0.6,63,11.1,Rainy
4/5/2024 6:33:07 PM,San Antonio,Night,51.6,0.86,72,1.1,Foggy
4/6/2024 6:33:07 PM,San Antonio,Night,75.7,1.32,91,10.4,Cloudy
4/7/2024 6:33:07 PM,San Antonio,Night,40.5,0.3,89,13.4,Sunny
4/8/2024 6:33:07 PM,San Antonio,Night,73.2,0.03,22,3,Foggy
4/9/2024 6:33:07 PM,San Antonio,Night,89.7,0.79,42,19.7,Snowy
4/10/2024 6:33:07 PM,San Antonio,Night,38.4,0.64,16,18.3,Snowy
4/11/2024 6:33:07 PM,San Antonio,Night,92.8,0.84,39,19.9,Snowy
4/12/2024 6:33:07 PM,San Antonio,Night,35.6,1.86,20,7.2,Windy
4/13/2024 6:33:07 PM,San Antonio,Night,54.4,1.41,79,16.4,Rainy
4/14/2024 6:33:07 PM,San Antonio,Night,72.7,0.65,30,6.6,Windy
4/15/2024 6:33:07 PM,San Antonio,Night,69.2,0.36,41,15,Snowy
4/16/2024 6:33:07 PM,San Antonio,Night,36.7,1.24,14,19,Snowy
4/17/2024 6:33:07 PM,San Antonio,Night,85.9,1.32,44,3.1,Windy
4/18/2024 6:33:07 PM,San Antonio,Night,98.1,0.97,56,2.8,Snowy
4/19/2024 6:33:07 PM,San Antonio,Night,42.7,0.43,21,2.1,Snowy
4/20/2024 6:33:07 PM,San Antonio,Night,92.7,0.06,46,16,Rainy
4/21/2024 6:33:07 PM,San Antonio,Night,69,0.53,53,13.3,Snowy
4/22/2024 6:33:07 PM,San Antonio,Night,95.5,0.91,31,10.4,Windy
4/23/2024 6:33:07 PM,San Antonio,Night,42.3,1.58,20,15.5,Windy
4/24/2024 6:33:07 PM,San Antonio,Night,85.4,1.71,96,17,Cloudy
4/25/2024 6:33:07 PM,San Antonio,Night,34.2,0.83,64,19,Snowy
4/26/2024 6:33:07 PM,San Antonio,Night,91.8,1.59,19,4,Cloudy
4/27/2024 6:33:07 PM,San Antonio,Night,77.2,1.99,51,8.8,Foggy
4/28/2024 6:33:07 PM,San Antonio,Night,55.9,1.43,97,18.5,Windy
4/29/2024 6:33:07 PM,San Antonio,Night,43.3,1.46,89,9.2,Cloudy
4/30/2024 6:33:07 PM,San Antonio,Night,87.2,1.82,85,9.8,Foggy
5/1/2024 6:33:07 PM,San Antonio,Night,72.2,0.68,64,18.8,Snowy
5/2/2024 6:33:07 PM,San Antonio,Night,55.2,0.02,59,14.7,Sunny
5/3/2024 6:33:07 PM,San Antonio,Night,61.1,1.97,41,11,Rainy
5/4/2024 6:33:07 PM,San Antonio,Night,87.9,0.98,97,7.1,Foggy
5/5/2024 6:33:07 PM,San Antonio,Night,53.7,1.57,77,18.3,Snowy
5/6/2024 6:33:07 PM,San Antonio,Night,36.3,1.62,27,0.2,Cloudy
5/7/2024 6:33:07 PM,San Antonio,Night,93.8,0.8,90,6.4,Cloudy
5/8/2024 6:33:07 PM,San Antonio,Night,57.1,1.08,94,18.9,Foggy
5/9/2024 6:33:07 PM,San Antonio,Night,54.4,1.08,74,10,Cloudy
5/10/2024 6:33:07 PM,San Antonio,Night,44.3,0.44,34,12.5,Foggy
5/11/2024 6:33:07 PM,San Antonio,Night,92.8,0.24,40,10.7,Windy
4/12/2023 6:33:07 PM,San Diego,Morning,45.2,1.09,93,7.9,Snowy
4/13/2023 6:33:07 PM,San Diego,Morning,74.6,0.24,99,13.3,Cloudy
4/14/2023 6:33:07 PM,San Diego,Morning,91.7,0.69,28,15.3,Sunny
4/15/2023 6:33:07 PM,San Diego,Morning,32.4,0.37,98,7.3,Snowy
4/16/2023 6:33:07 PM,San Diego,Morning,88,1.41,27,11.8,Windy
4/17/2023 6:33:07 PM,San Diego,Morning,58.7,1.74,77,1.7,Snowy
4/18/2023 6:33:07 PM,San Diego,Morning,76.1,1.16,42,11,Foggy
4/19/2023 6:33:07 PM,San Diego,Morning,56.1,0.82,79,15,Foggy
4/20/2023 6:33:07 PM,San Diego,Morning,78.7,1.99,16,11.7,Windy
4/21/2023 6:33:07 PM,San Diego,Morning,47.8,0.04,10,17.6,Windy
4/22/2023 6:33:07 PM,San Diego,Morning,31.5,0.61,96,5.7,Rainy
4/23/2023 6:33:07 PM,San Diego,Morning,96.3,0.56,89,9.8,Rainy
4/24/2023 6:33:07 PM,San Diego,Morning,31.1,0.71,68,1.7,Sunny
4/25/2023 6:33:07 PM,San Diego,Morning,87.7,0.46,43,14,Cloudy
4/26/2023 6:33:07 PM,San Diego,Morning,41.8,0.53,61,8.9,Snowy
4/27/2023 6:33:07 PM,San Diego,Morning,57.5,0.52,20,10.6,Cloudy
4/28/2023 6:33:07 PM,San Diego,Morning,87.6,1.01,17,2.6,Snowy
4/29/2023 6:33:07 PM,San Diego,Morning,44.4,0.78,97,19.9,Sunny
4/30/2023 6:33:07 PM,San Diego,Morning,90.6,1.28,96,15.4,Sunny
5/1/2023 6:33:07 PM,San Diego,Morning,64.8,1.03,62,8,Snowy
5/2/2023 6:33:07 PM,San Diego,Morning,55.6,0.37,24,11.4,Windy
5/3/2023 6:33:07 PM,San Diego,Morning,76.4,1.62,37,12.4,Rainy
5/4/2023 6:33:07 PM,San Diego,Morning,53.9,0.94,93,19.2,Snowy
5/5/2023 6:33:07 PM,San Diego,Morning,54.3,0.31,23,15.4,Windy
5/6/2023 6:33:07 PM,San Diego,Morning,81.3,0.33,99,7,Snowy
5/7/2023 6:33:07 PM,San Diego,Morning,51.7,1.59,67,19.6,Snowy
5/8/2023 6:33:07 PM,San Diego,Morning,44.1,1.41,66,6,Foggy
5/9/2023 6:33:07 PM,San Diego,Morning,86.5,1.01,61,11.5,Snowy
5/10/2023 6:33:07 PM,San Diego,Morning,86.4,0.61,46,14,Snowy
5/11/2023 6:33:07 PM,San Diego,Morning,64.8,0.92,11,5.4,Snowy
5/12/2023 6:33:07 PM,San Diego,Morning,66.9,1.27,43,19.1,Windy
5/13/2023 6:33:07 PM,San Diego,Morning,78.7,1.76,43,4.3,Sunny
5/14/2023 6:33:07 PM,San Diego,Morning,65.6,1.11,67,8.8,Foggy
5/15/2023 6:33:07 PM,San Diego,Morning,59.2,0.55,82,3.6,Rainy
5/16/2023 6:33:07 PM,San Diego,Morning,99.6,0.09,70,17.5,Rainy
5/17/2023 6:33:07 PM,San Diego,Morning,40.3,0.35,63,4.4,Windy
5/18/2023 6:33:07 PM,San Diego,Morning,71.5,1.3,76,0.7,Windy
5/19/2023 6:33:07 PM,San Diego,Morning,92,0.32,39,0.8,Snowy
5/20/2023 6:33:07 PM,San Diego,Morning,78.1,0.96,92,8.3,Sunny
5/21/2023 6:33:07 PM,San Diego,Morning,91.7,1.4,89,10.5,Foggy
5/22/2023 6:33:07 PM,San Diego,Morning,53.5,0.62,68,0.8,Sunny
5/23/2023 6:33:07 PM,San Diego,Morning,49,1.34,67,1.9,Cloudy
5/24/2023 6:33:07 PM,San Diego,Morning,89.6,1.16,33,1.9,Sunny
5/25/2023 6:33:07 PM,San Diego,Morning,57.6,0.88,24,13.4,Snowy
5/26/2023 6:33:07 PM,San Diego,Morning,79.7,1.79,31,6,Cloudy
5/27/2023 6:33:07 PM,San Diego,Morning,40.3,1.38,41,11.3,Windy
5/28/2023 6:33:07 PM,San Diego,Morning,82.9,0.72,84,1.5,Snowy
5/29/2023 6:33:07 PM,San Diego,Morning,68.4,1.61,51,17.8,Foggy
5/30/2023 6:33:07 PM,San Diego,Morning,48.8,1.48,68,6.1,Foggy
5/31/2023 6:33:07 PM,San Diego,Morning,64.6,1.58,97,15.6,Foggy
6/1/2023 6:33:07 PM,San Diego,Morning,78.8,1.28,92,16.5,Cloudy
6/2/2023 6:33:07 PM,San Diego,Morning,30.8,0.76,64,19.8,Snowy
6/3/2023 6:33:07 PM,San Diego,Morning,74.6,0.7,14,14.8,Windy
6/4/2023 6:33:07 PM,San Diego,Morning,67.9,1.31,50,8.9,Cloudy
6/5/2023 6:33:07 PM,San Diego,Morning,45.4,0.26,66,3.1,Snowy
6/6/2023 6:33:07 PM,San Diego,Morning,82.7,1.64,62,1,Rainy
6/7/2023 6:33:07 PM,San Diego,Morning,51.2,0.74,47,17.7,Windy
6/8/2023 6:33:07 PM,San Diego,Morning,49.4,1.26,10,8.9,Cloudy
6/9/2023 6:33:07 PM,San Diego,Morning,63,1,69,15,Rainy
6/10/2023 6:33:07 PM,San Diego,Morning,77.3,1.04,85,9.9,Rainy
6/11/2023 6:33:07 PM,San Diego,Morning,95,1.48,55,17.6,Cloudy
6/12/2023 6:33:07 PM,San Diego,Morning,39.9,1.25,13,15,Sunny
6/13/2023 6:33:07 PM,San Diego,Morning,57.8,0.5,24,1.7,Sunny
6/14/2023 6:33:07 PM,San Diego,Morning,34.7,0.15,90,15,Snowy
6/15/2023 6:33:07 PM,San Diego,Morning,83.1,1.68,21,5.3,Cloudy
6/16/2023 6:33:07 PM,San Diego,Morning,61.3,1.77,10,15.5,Cloudy
6/17/2023 6:33:07 PM,San Diego,Morning,79.5,0.33,86,19,Rainy
6/18/2023 6:33:07 PM,San Diego,Morning,52.6,0.62,39,18.6,Rainy
6/19/2023 6:33:07 PM,San Diego,Morning,89.1,0.56,83,2.5,Foggy
6/20/2023 6:33:07 PM,San Diego,Morning,67.4,1.87,15,1.1,Rainy
6/21/2023 6:33:07 PM,San Diego,Morning,96.1,0.41,82,15.5,Windy
6/22/2023 6:33:07 PM,San Diego,Morning,35.5,0.33,59,14.2,Sunny
6/23/2023 6:33:07 PM,San Diego,Morning,66,0.36,11,3.5,Snowy
6/24/2023 6:33:07 PM,San Diego,Morning,83.7,1.46,15,13.7,Snowy
6/25/2023 6:33:07 PM,San Diego,Morning,72,1.78,84,0.3,Cloudy
6/26/2023 6:33:07 PM,San Diego,Morning,31.6,0.79,99,12.6,Rainy
6/27/2023 6:33:07 PM,San Diego,Morning,98.1,0.27,86,16.6,Cloudy
6/28/2023 6:33:07 PM,San Diego,Morning,50.9,1.17,47,12.8,Sunny
6/29/2023 6:33:07 PM,San Diego,Morning,47.4,0.42,85,1.3,Windy
6/30/2023 6:33:07 PM,San Diego,Morning,64,0.13,92,19.8,Sunny
7/1/2023 6:33:07 PM,San Diego,Morning,68,1.77,27,7.1,Cloudy
7/2/2023 6:33:07 PM,San Diego,Morning,83.6,1.74,28,7.6,Rainy
7/3/2023 6:33:07 PM,San Diego,Morning,57.5,1.95,37,1.7,Cloudy
7/4/2023 6:33:07 PM,San Diego,Morning,60.8,0.95,21,3.3,Rainy
7/5/2023 6:33:07 PM,San Diego,Morning,67.4,0.59,61,5.4,Rainy
7/6/2023 6:33:07 PM,San Diego,Morning,57.6,1.54,86,16,Foggy
7/7/2023 6:33:07 PM,San Diego,Morning,94,0.36,96,13.8,Cloudy
7/8/2023 6:33:07 PM,San Diego,Morning,89.6,0.49,67,11.7,Windy
7/9/2023 6:33:07 PM,San Diego,Morning,61.8,0.51,31,17.3,Foggy
7/10/2023 6:33:07 PM,San Diego,Morning,30,1.9,54,20,Cloudy
7/11/2023 6:33:07 PM,San Diego,Morning,93.1,1.46,71,7.7,Sunny
7/12/2023 6:33:07 PM,San Diego,Morning,38.7,0.27,51,7.8,Sunny
7/13/2023 6:33:07 PM,San Diego,Morning,47.1,0.19,76,14.7,Snowy
7/14/2023 6:33:07 PM,San Diego,Morning,40.7,1.69,18,12.9,Sunny
7/15/2023 6:33:07 PM,San Diego,Morning,42.6,1.6,73,0.3,Foggy
7/16/2023 6:33:07 PM,San Diego,Morning,86.2,1.34,24,13.1,Sunny
7/17/2023 6:33:07 PM,San Diego,Morning,70.6,0.39,39,14.4,Cloudy
7/18/2023 6:33:07 PM,San Diego,Morning,96.9,0.96,35,19.7,Cloudy
7/19/2023 6:33:07 PM,San Diego,Morning,46.2,1.21,78,11.7,Windy
7/20/2023 6:33:07 PM,San Diego,Morning,64,1.86,31,13.7,Sunny
7/21/2023 6:33:07 PM,San Diego,Morning,98.4,0.34,63,15.8,Windy
7/22/2023 6:33:07 PM,San Diego,Morning,87.9,1.03,67,1.9,Windy
7/23/2023 6:33:07 PM,San Diego,Morning,81,0.32,88,14.7,Sunny
7/24/2023 6:33:07 PM,San Diego,Morning,43.2,0.89,62,10.9,Cloudy
7/25/2023 6:33:07 PM,San Diego,Morning,83.9,0.4,28,2,Rainy
7/26/2023 6:33:07 PM,San Diego,Morning,54.3,1.67,43,13.4,Rainy
7/27/2023 6:33:07 PM,San Diego,Morning,67.1,0.51,91,4.7,Rainy
7/28/2023 6:33:07 PM,San Diego,Morning,72.6,0.83,23,10.8,Windy
7/29/2023 6:33:07 PM,San Diego,Morning,72.7,0.82,31,5.6,Rainy
7/30/2023 6:33:07 PM,San Diego,Morning,80.9,1.73,97,2.1,Foggy
7/31/2023 6:33:07 PM,San Diego,Morning,76.3,1.52,22,5,Snowy
8/1/2023 6:33:07 PM,San Diego,Morning,34.8,0.12,73,8.8,Snowy
8/2/2023 6:33:07 PM,San Diego,Morning,62,0.13,65,9.9,Foggy
8/3/2023 6:33:07 PM,San Diego,Morning,76.5,1.1,81,3,Windy
8/4/2023 6:33:07 PM,San Diego,Morning,50.7,0.86,51,6.4,Cloudy
8/5/2023 6:33:07 PM,San Diego,Morning,51.9,0.55,75,17.2,Sunny
8/6/2023 6:33:07 PM,San Diego,Morning,38.7,1.59,72,18.2,Windy
8/7/2023 6:33:07 PM,San Diego,Morning,59.3,0.26,51,10.7,Rainy
8/8/2023 6:33:07 PM,San Diego,Morning,99.1,1.95,43,9.8,Sunny
8/9/2023 6:33:07 PM,San Diego,Morning,50,0.05,38,11.6,Foggy
8/10/2023 6:33:07 PM,San Diego,Morning,67.2,0.24,35,4.3,Cloudy
8/11/2023 6:33:07 PM,San Diego,Morning,82,0.62,32,19.9,Rainy
8/12/2023 6:33:07 PM,San Diego,Morning,30.9,1.02,45,14.9,Foggy
8/13/2023 6:33:07 PM,San Diego,Morning,93,0.43,18,4.8,Snowy
8/14/2023 6:33:07 PM,San Diego,Morning,57.1,1.47,94,5.4,Snowy
8/15/2023 6:33:07 PM,San Diego,Morning,90.8,0.72,51,13,Windy
8/16/2023 6:33:07 PM,San Diego,Morning,32.7,0.08,76,6.5,Cloudy
8/17/2023 6:33:07 PM,San Diego,Morning,40.2,1.76,16,7.1,Windy
8/18/2023 6:33:07 PM,San Diego,Morning,52.6,1.89,32,15.6,Foggy
8/19/2023 6:33:07 PM,San Diego,Morning,54.2,1.24,41,5.3,Cloudy
8/20/2023 6:33:07 PM,San Diego,Morning,89.3,1.61,32,14.1,Windy
8/21/2023 6:33:07 PM,San Diego,Morning,30.8,0.24,25,18.7,Sunny
8/22/2023 6:33:07 PM,San Diego,Morning,74.9,0.54,78,2.5,Windy
8/23/2023 6:33:07 PM,San Diego,Morning,39.2,0.65,22,2.9,Sunny
8/24/2023 6:33:07 PM,San Diego,Morning,87.6,1.92,19,18.9,Cloudy
8/25/2023 6:33:07 PM,San Diego,Morning,84.5,1.02,68,4.1,Sunny
8/26/2023 6:33:07 PM,San Diego,Morning,65,0.01,11,0.4,Sunny
8/27/2023 6:33:07 PM,San Diego,Morning,44.9,0.76,89,17.4,Windy
8/28/2023 6:33:07 PM,San Diego,Morning,74.4,0.02,61,5.6,Sunny
8/29/2023 6:33:07 PM,San Diego,Morning,40.9,0.48,10,6,Rainy
8/30/2023 6:33:07 PM,San Diego,Morning,43.3,0.91,79,4.5,Rainy
8/31/2023 6:33:07 PM,San Diego,Morning,73.9,0.65,63,18.4,Cloudy
9/1/2023 6:33:07 PM,San Diego,Morning,99.4,0.07,28,15.5,Rainy
